molecule_chembl_id,canonical_smiles,standard_value,0
CHEMBL585010,FC(F)(F)c1ccc(Nc2noc3ccncc23)cc1,340.0,active
CHEMBL578781,FC(F)(F)c1ccc(Nc2noc3cccnc23)cc1,1100.0,intermediate
CHEMBL578380,FC(F)(F)c1ccccc1Nc1noc2ccccc12,960.0,active
CHEMBL578048,FC(F)(F)Oc1ccc(Nc2noc3ccccc23)cc1,60.0,active
CHEMBL585011,FC(F)(F)Oc1cccc(Nc2noc3ccccc23)c1,160.0,active
CHEMBL578771,FC(F)(F)Oc1ccccc1Nc1noc2ccccc12,5200.0,intermediate
CHEMBL578782,c1ccc(-c2ccc(Nc3noc4ccccc34)cc2)cc1,170.0,active
CHEMBL565950,c1ccc(-c2cccc(Nc3noc4ccccc34)c2)cc1,960.0,active
CHEMBL577471,c1ccc2cc(Nc3noc4ccccc34)ccc2c1,1200.0,intermediate
CHEMBL565960,c1ccc2c(Nc3noc4ccccc34)cccc2c1,840.0,active
CHEMBL577695,FC(F)(F)c1ccc(Nc2noc3c(C(F)(F)F)cccc23)cc1,4.0,active
CHEMBL578047,FC(F)(F)c1ccc(Nc2noc3cc(C(F)(F)F)ccc23)cc1,18.0,active
CHEMBL568696,FC(F)(F)c1ccc(Nc2noc3ccc(C(F)(F)F)cc23)cc1,40.0,active
CHEMBL583880,FC(F)(F)c1ccc(Nc2noc3cc(-c4ccccc4C(F)(F)F)ccc23)cc1,8.0,active
CHEMBL568231,FC(F)(F)c1ccc(Nc2noc3cc(-c4cccc5cnccc45)ccc23)cc1,19.0,active
CHEMBL584050,FC(F)(F)c1ccc(Nc2noc3cc(-c4ccc5[nH]ccc5c4)ccc23)cc1,70.0,active
CHEMBL577689,FC(F)(F)c1ccc(Nc2noc3c(C(F)(F)F)cccc23)nc1,10000.0,inactive
CHEMBL584611,FC(F)(F)c1ccc(Nc2noc3c(C(F)(F)F)cccc23)cn1,74.0,active
CHEMBL576833,FC(F)(F)c1ccc(Nc2noc3cc(-c4cccc(C(F)(F)F)c4)ccc23)cc1,470.0,active
CHEMBL576459,Fc1ccccc1-c1ccc2c(Nc3ccc(C(F)(F)F)cc3)noc2c1,91.0,active
CHEMBL565941,FC(F)(F)c1ccc(Nc2noc3cc(-c4cccnc4)ccc23)cc1,23.0,active
CHEMBL565942,FC(F)(F)c1ccc(Nc2noc3cc(-c4ccncc4)ccc23)cc1,58.0,active
CHEMBL577696,Cc1cccnc1-c1ccc2c(Nc3ccc(C(F)(F)F)cc3)noc2c1,70.0,active
CHEMBL578548,FC(F)(F)c1ccc(Nc2noc3c(-c4ccccc4C(F)(F)F)cccc23)cc1,4.0,active
CHEMBL577044,FC(F)(F)c1ccc(Nc2noc3c(-c4cccc(C(F)(F)F)c4)cccc23)cc1,10.0,active
CHEMBL576212,FC(F)(F)c1ccc(Nc2noc3c(-c4ccc5[nH]ccc5c4)cccc23)cc1,8.0,active
CHEMBL578151,FC(F)(F)c1ccc(Nc2noc3c(C(F)(F)F)nccc23)cc1,19.0,active
CHEMBL577695,FC(F)(F)c1ccc(Nc2noc3c(C(F)(F)F)cccc23)cc1,1200.0,intermediate
CHEMBL590600,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC(n2cccc2)CC1,11.0,active
CHEMBL593658,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCCCC1,24.0,active
CHEMBL592023,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC(CO)CC1,46.0,active
CHEMBL603530,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCCC(CO)C1,19.0,active
CHEMBL591554,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCCCC1CO,110.0,active
CHEMBL602743,CC1CCN(C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,18.0,active
CHEMBL591319,CC1CCCN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C1,12.0,active
CHEMBL592255,CC1CCCCN1C(=O)Nc1ccc(OC(F)(F)F)cc1,29.0,active
CHEMBL592207,O=C(O)C1CCN(C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,3000.0,intermediate
CHEMBL592257,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC(N2CCCCC2)CC1,3000.0,intermediate
CHEMBL591556,O=C(NCc1ccccc1)N1CCCC(CO)C1,3000.0,intermediate
CHEMBL593661,Cc1ccccc1CNC(=O)N1CCCC(CO)C1,1500.0,intermediate
CHEMBL601094,Cc1cccc(CNC(=O)N2CCCC(CO)C2)c1,3000.0,intermediate
CHEMBL591555,Cc1ccc(CNC(=O)N2CCCC(CO)C2)cc1,2900.0,intermediate
CHEMBL585806,CC(NC(=O)N1CCCC(CO)C1)c1ccccc1,3000.0,intermediate
CHEMBL592503,O=C(NCc1ccc(Cl)cc1Cl)N1CCCC(CO)C1,41.0,active
CHEMBL601095,O=C(NCc1ccc(Cl)c(Cl)c1)N1CCCC(CO)C1,200.0,active
CHEMBL591788,O=C(N/C=C/c1ccc(Cl)cc1Cl)N1CCCC(CO)C1,230.0,active
CHEMBL591789,O=C(O)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,1000.0,active
CHEMBL591790,NC(=O)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,220.0,active
CHEMBL594132,O=C(NCCC1CCOCC1)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,150.0,active
CHEMBL591791,O=C(NCCN1CCCC1)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,220.0,active
CHEMBL592024,COCCNC(=O)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,210.0,active
CHEMBL565629,O=C(NC1CCOCC1)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,180.0,active
CHEMBL603531,CS(=O)(=O)CCNC(=O)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,230.0,active
CHEMBL606035,O=C(NCc1ccc(Cl)cc1Cl)N1CCN(c2ccccn2)CC1,6.0,active
CHEMBL592739,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(O)(c2ccccc2)CC1,27.0,active
CHEMBL592740,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(c2ccc(OC(F)(F)F)cc2)CC1,5.6,active
CHEMBL589133,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Cc2ccccn2)CC1,12.0,active
CHEMBL592025,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(O)(Cc2ccccc2)CC1,15.0,active
CHEMBL589134,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Nc2ncccn2)CC1,35.0,active
CHEMBL589135,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccccc2)CC1,4.3,active
CHEMBL589136,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ncccn2)CC1,15.0,active
CHEMBL589374,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(S(=O)(=O)c2ccc(F)cc2)CC1,39.0,active
CHEMBL606025,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1,17.0,active
CHEMBL590106,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccc(F)cc2)CC1,6.1,active
CHEMBL589621,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccc(Cl)cc2)CC1,5.9,active
CHEMBL589375,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccc(OC(F)(F)F)cc2)CC1,12.0,active
CHEMBL589376,N#Cc1ccccc1OC1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,3.9,active
CHEMBL589620,N#Cc1cccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)c1,4.9,active
CHEMBL589859,N#Cc1ccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)cc1,4.2,active
CHEMBL589860,CS(=O)(=O)c1ccccc1OC1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,4.9,active
CHEMBL592741,CS(=O)(=O)c1cccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)c1,4.6,active
CHEMBL592742,CS(=O)(=O)c1ccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)cc1,5.6,active
CHEMBL592743,CNC(=O)c1ccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)cc1,4.2,active
CHEMBL589138,CNS(=O)(=O)c1ccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)cc1,5.2,active
CHEMBL608263,O=C(O)c1ccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)cc1,6.4,active
CHEMBL589135,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccccc2)CC1,5.1,active
CHEMBL589136,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ncccn2)CC1,15.0,active
CHEMBL1079360,CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1.0,active
CHEMBL1079360,CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1000.0,active
CHEMBL1079361,CC1(c2ccccc2)CCCN(C(=O)Nc2noc3ccccc23)C1,59.0,active
CHEMBL1079362,CC1(c2ccccc2)CCCN(C(=O)Nc2ccncc2)C1,550.0,active
CHEMBL1080076,CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(-c3ccccc3)cc2)C1,7.0,active
CHEMBL1080973,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(Cl)cc2Cl)C1,1.0,active
CHEMBL1080974,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccccc3C(F)(F)F)cc2)C1,8.0,active
CHEMBL1080975,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3cccc(Cl)c3)cc2)C1,14.0,active
CHEMBL1081703,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccccn3)cc2)C1,1.0,active
CHEMBL1081703,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccccn3)cc2)C1,1000.0,active
CHEMBL1078264,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccc4[nH]ccc4c3)cc2)C1,7.0,active
CHEMBL1078264,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccc4[nH]ccc4c3)cc2)C1,3000.0,intermediate
CHEMBL1078265,CC1(c2ccccc2)CCCN(C(=O)NCCc2ccc(Cl)cc2)C1,1.0,active
CHEMBL1078353,CC1(c2ccccc2)CCCN(C(=O)NCCCc2cccnc2)C1,7.0,active
CHEMBL1078353,CC1(c2ccccc2)CCCN(C(=O)NCCCc2cccnc2)C1,8000.0,intermediate
CHEMBL1078354,CC1(c2ccccc2)CCCN(C(=O)NCCc2ccc3nc[nH]c3c2)C1,29.0,active
CHEMBL1078354,CC1(c2ccccc2)CCCN(C(=O)NCCc2ccc3nc[nH]c3c2)C1,13000.0,inactive
CHEMBL1078452,CC1(c2ccccc2)CCCN(C(=O)NCCc2ccc3nccnc3c2)C1,5.0,active
CHEMBL1078452,CC1(c2ccccc2)CCCN(C(=O)NCCc2ccc3nccnc3c2)C1,3000.0,intermediate
CHEMBL1077780,CC1(c2ccccc2)CCCN(C(=O)N[C@H]2C[C@@H]2c2ccccc2)C1,1.0,active
CHEMBL1077780,CC1(c2ccccc2)CCCN(C(=O)N[C@H]2C[C@@H]2c2ccccc2)C1,1000.0,active
CHEMBL1077781,O=C(O)CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,52.0,active
CHEMBL1077781,O=C(O)CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,38000.0,inactive
CHEMBL1079256,O=C(O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,5.0,active
CHEMBL1079256,O=C(O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,4000.0,intermediate
CHEMBL1078565,O=C(O)CCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,12.0,active
CHEMBL1078565,O=C(O)CCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,6000.0,intermediate
CHEMBL1078657,O=C(O)CCCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,5.0,active
CHEMBL1078657,O=C(O)CCCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1000.0,active
CHEMBL1078754,COC(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1.0,active
CHEMBL1078755,N#CCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,3.0,active
CHEMBL1078755,N#CCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1000.0,active
CHEMBL1079290,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCO)(c2ccccc2)C1,1.0,active
CHEMBL1079290,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCO)(c2ccccc2)C1,1000.0,active
CHEMBL1079291,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCCO)(c2ccccc2)C1,1.3,active
CHEMBL1079291,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCCO)(c2ccccc2)C1,1000.0,active
CHEMBL1079292,NC(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,5.0,active
CHEMBL1079292,NC(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1000.0,active
CHEMBL1079140,CN(C)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,12.0,active
CHEMBL1079140,CN(C)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1300.0,intermediate
CHEMBL1079244,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCC2=NNNN2)(c2ccccc2)C1,5.0,active
CHEMBL1079244,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCC2=NNNN2)(c2ccccc2)C1,1000.0,active
CHEMBL1079245,O=C(CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1)NC1=NNNN1,1.4,active
CHEMBL1079245,O=C(CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1)NC1=NNNN1,1400.0,intermediate
CHEMBL1079246,CNC(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,5.0,active
CHEMBL1079246,CNC(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1000.0,active
CHEMBL1078628,CCN(CC)C(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,3.0,active
CHEMBL1078232,O=C(CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1)N1CCOCC1,8.0,active
CHEMBL1078232,O=C(CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1)N1CCOCC1,1000.0,active
CHEMBL1079256,O=C(O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,5.0,active
CHEMBL1079256,O=C(O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,2000.0,intermediate
CHEMBL1079257,O=C(O)CCC1(c2ccccc2C(F)(F)F)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,16.0,active
CHEMBL1079257,O=C(O)CCC1(c2ccccc2C(F)(F)F)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1000.0,active
CHEMBL1079258,O=C(O)CCC1(c2cccc(C(F)(F)F)c2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,12.0,active
CHEMBL1078715,O=C(O)CCC1(c2ccc(C(F)(F)F)cc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,5.0,active
CHEMBL1078715,O=C(O)CCC1(c2ccc(C(F)(F)F)cc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,1000.0,active
CHEMBL1078336,O=C(O)CCC1(c2ccncc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,30.0,active
CHEMBL1078337,O=C(O)CCC1(c2cccnc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,28.0,active
CHEMBL1077963,O=C(O)CCC1(c2ccccn2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,19.0,active
CHEMBL1079061,O=C(O)CCC1(c2ccc(-c3ccccc3)cc2)CCCN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C1,8.0,active
CHEMBL1079061,O=C(O)CCC1(c2ccc(-c3ccccc3)cc2)CCCN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C1,1000.0,active
CHEMBL1087983,O=C(O)CNC(=O)c1cccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)c1,800.0,active
CHEMBL1088118,CN(CC(=O)O)C(=O)c1cccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)c1,230.0,active
CHEMBL1088687,O=C(O)CCCNC(=O)c1cccc(NC(=O)Nc2ccc(C(F)(F)F)cc2)c1,120.0,active
CHEMBL1088688,O=C(O)COCCNC(=O)c1cccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)c1,130.0,active
CHEMBL1088689,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(C(=O)c2ccc(C(=O)O)cc2)c1,27.0,active
CHEMBL478146,CN1CCN(C(=O)c2cccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)c2)CC1,36.0,active
CHEMBL1097179,CN1CCN(C(=O)c2cccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)c2)CC1,12.0,active
CHEMBL1097522,CC(C)N1CCN(C(=O)c2cccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)c2)CC1,15.0,active
CHEMBL1097523,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(C(=O)NCCN2CCCC2)c1,68.0,active
CHEMBL1097524,O=C(Nc1ccc(C2CCCCC2)cc1)Nc1cccc(C(=O)NCCN2CCOCC2)c1,280.0,active
CHEMBL1098468,O=C(Nc1cccc(C(=O)NCCN2CCOCC2)c1)NC12CC3CC(CC(C3)C1)C2,62.0,active
CHEMBL1098469,O=C(Nc1ccccc1)Nc1cccc(C(=O)NCCN2CCOCC2)c1,2800.0,intermediate
CHEMBL1095470,O=C(Nc1ccc(Cl)cc1)Nc1cccc(C(=O)NCCN2CCOCC2)c1,130.0,active
CHEMBL1095471,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(C(=O)NCCN2CCOCC2)c1,22.0,active
CHEMBL1095472,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(C(=O)Nc2cccnc2)c1,18.0,active
CHEMBL1096452,O=C(Nc1ccc(Cl)cc1)Nc1cccc(C(=O)N2CCC(N3CCOCC3)CC2)c1,47.0,active
CHEMBL1096767,O=C(Nc1ccc(Cl)cc1)Nc1cccc(C(=O)N2CCOCC2)c1,49.0,active
CHEMBL1096113,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(C(=O)N2CCOCC2)c1,9.0,active
CHEMBL1096114,COCCNC(=O)c1cccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)c1,110.0,active
CHEMBL1096115,CN1CCN(C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2F)CC1,16.0,active
CHEMBL1087344,O=C(Nc1ccc(Cl)cc1)Nc1ccc(F)c(C(=O)NCCN2CCCC2)c1,760.0,active
CHEMBL1087345,O=C(Nc1ccc(Cl)cc1)Nc1ccc(F)c(C(=O)NCCN2CCOCC2)c1,38.0,active
CHEMBL1087346,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(F)c(C(=O)NCCN2CCOCC2)c1,18.0,active
CHEMBL1087468,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(F)c(C(=O)N2CCOCC2)c1,8.0,active
CHEMBL1087716,O=C(O)CNC(=O)c1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,490.0,active
CHEMBL1088373,CN(CC(=O)O)C(=O)c1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,200.0,active
CHEMBL1087853,O=C(O)CCCNC(=O)c1ccc(NC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,19.0,active
CHEMBL1087854,O=C(O)COCCNC(=O)c1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,80.0,active
CHEMBL1087977,O=C(Nc1ccc(C(=O)c2ccc(C(=O)O)cc2)cc1)Nc1ccc(C(F)(F)F)cc1,20.0,active
CHEMBL1097684,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)CC1,160.0,active
CHEMBL1088682,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc2)CC1,14.0,active
CHEMBL1088545,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(OC(F)(F)F)cc3)cc2)CC1,7.0,active
CHEMBL1088546,CC(C)N1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc2)CC1,2.0,active
CHEMBL1088547,CC(C)N1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(OC(F)(F)F)cc3)cc2)CC1,4.0,active
CHEMBL1088698,O=C(Nc1ccc(C(=O)NCCN2CCCC2)cc1)Nc1ccc(C(F)(F)F)cc1,48.0,active
CHEMBL1088699,O=C(Nc1ccc(C(=O)NCCN2CCOCC2)cc1)Nc1ccc(C2CCCCC2)cc1,19.0,active
CHEMBL1088700,O=C(Nc1ccc(C(=O)NCCN2CCOCC2)cc1)NC12CC3CC(CC(C3)C1)C2,3.0,active
CHEMBL1087062,O=C(Nc1ccccc1)Nc1ccc(C(=O)NCCN2CCOCC2)cc1,320.0,active
CHEMBL1086693,O=C(Nc1ccc(F)cc1)Nc1ccc(C(=O)NCCN2CCOCC2)cc1,140.0,active
CHEMBL1086694,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)NCCN2CCOCC2)cc1,16.0,active
CHEMBL1086820,O=C(Nc1ccc(C(=O)NCCN2CCOCC2)cc1)Nc1ccc(C(F)(F)F)cc1,1.0,active
CHEMBL1086821,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccc(C(=O)NCCN2CCOCC2)cc1,2.0,active
CHEMBL1087450,O=C(Nc1ccc(C(=O)Nc2cccnc2)cc1)Nc1ccc(C(F)(F)F)cc1,8.0,active
CHEMBL1087862,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)N2CCC(N3CCOCC3)CC2)cc1,235.0,active
CHEMBL1087863,O=C(Nc1ccccc1)Nc1ccc(C(=O)N2CCOCC2)cc1,251.0,active
CHEMBL1087864,O=C(Nc1ccc(F)cc1)Nc1ccc(C(=O)N2CCOCC2)cc1,170.0,active
CHEMBL1087991,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)N2CCOCC2)cc1,18.0,active
CHEMBL1087490,O=C(Nc1ccc(C(=O)N2CCOCC2)cc1)Nc1ccc(C(F)(F)F)cc1,5.0,active
CHEMBL1087491,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccc(C(=O)N2CCOCC2)cc1,4.0,active
CHEMBL1087492,O=C(Nc1ccc(C(=O)NCC(=O)N2CCOCC2)cc1)Nc1ccc(C(F)(F)F)cc1,3.0,active
CHEMBL1099360,COCCNC(=O)c1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,54.0,active
CHEMBL1086851,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc2F)CC1,4.0,active
CHEMBL1086982,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(C(=O)NCCN2CCCC2)c(F)c1,19.0,active
CHEMBL1088420,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(C(=O)NCCN2CCOCC2)c(F)c1,2.0,active
CHEMBL1088563,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)N2CCOCC2)c(F)c1,11.0,active
CHEMBL1088564,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(C(=O)N2CCOCC2)c(F)c1,2.0,active
CHEMBL1088350,CC(C)N1CCN(S(=O)(=O)c2ccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc2)CC1,5.0,active
CHEMBL1088351,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(S(=O)(=O)NCCN2CCOCC2)cc1,3.0,active
CHEMBL1088083,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,1.0,active
CHEMBL1088084,O=C(Nc1ccccc1)Nc1ccc(S(=O)(=O)CCCN2CCOCC2)cc1,54.0,active
CHEMBL1088227,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(S(=O)(=O)CCCN2CCOCC2)cc1,1.0,active
CHEMBL1088228,CC(C)N1CCN(S(=O)(=O)c2cccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)c2)CC1,3.0,active
CHEMBL1099390,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(S(=O)(=O)NCCN2CCOCC2)c1,1.0,active
CHEMBL1088366,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(S(=O)(=O)N2CCOCC2)c1,1.0,active
CHEMBL1087722,O=C(Nc1ccccc1)Nc1cccc(S(=O)(=O)CCCN2CCOCC2)c1,100.0,active
CHEMBL1087723,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(S(=O)(=O)CCCN2CCOCC2)c1,1.0,active
CHEMBL1088565,O=C(Nc1ccc(C(=O)N2CCNCC2)cc1)NC12CC3CC(CC(C3)C1)C2,12.0,active
CHEMBL589136,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ncccn2)CC1,18.0,active
CHEMBL1085746,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccncc2)CC1,9.0,active
CHEMBL1085745,O=C(NCc1ccccc1OC(F)(F)F)N1CCC(c2ccncc2)C1,7.0,active
CHEMBL1082684,O=C(NCc1ccccc1OC(F)(F)F)N1CCC(Oc2ncccn2)CC1,4.0,active
CHEMBL1085744,O=C(NCc1ccccc1OC(F)(F)F)N1CCC(Oc2ccncc2)CC1,14.0,active
CHEMBL1083622,O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)N1CCC(Oc2cnccn2)CC1,1.0,active
CHEMBL1085743,O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)N1CCC(c2cnccn2)C1,3.0,active
CHEMBL589136,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ncccn2)CC1,63.0,active
CHEMBL1085746,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccncc2)CC1,22.0,active
CHEMBL1085745,O=C(NCc1ccccc1OC(F)(F)F)N1CCC(c2ccncc2)C1,76.0,active
CHEMBL1082684,O=C(NCc1ccccc1OC(F)(F)F)N1CCC(Oc2ncccn2)CC1,40.0,active
CHEMBL1083622,O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)N1CCC(Oc2cnccn2)CC1,13.0,active
CHEMBL1085743,O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)N1CCC(c2cnccn2)C1,4.0,active
CHEMBL590600,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC(n2cccc2)CC1,12.0,active
CHEMBL590600,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC(n2cccc2)CC1,126.0,active
